ID,חברה,מס' אתר,עיר,כתובת האתר,רשות מקומית,תחום שיפוט,X_ITM,Y_ITM,סוג אתר,תאריך היתר הקמה,תאריך היתר הפעלה,בדיקה תקופתית אחרונה בתוקף לשנה,היתר קרינה,עוצמת הקרינה,תוצאה מירבית ב% ביחס לסף הבריאות,תאור נקודה בה התקבלה תוצאה מירבית,קובץ הקמה,קובץ הפעלה,area
754,סלקום,892,רחובות,"ביה""ח קפלן",רחובות,רחובות,182553,642359,תורן על הגג,2014-09-07 00:00:00,23/02/2020,2020-11-02 00:00:00,יש היתר,2.63,0.28,בניין סיעוד + כיתות לימוד,http://documents.sviva.gov.il/B001_2_892_20140709_0831.pdf,http://documents.sviva.gov.il/B002_2_892_20200223_1506.pdf,
755,סלקום,893,חיפה,שד` אבא חושי- אונברסיטה,חיפה,חיפה,202172,740742,אתר זעיר פנימי,16/10/2017,28/02/2018,2019-08-12 00:00:00,יש היתר,23.93,4.26,בבניין פקולטה לפסיכולוגיה קומה 2,http://documents.sviva.gov.il/B001_2_893_20191029_1643.pdf,http://documents.sviva.gov.il/B002_2_893_20190414_1134.pdf,
756,סלקום,894,באר שבע,רח` הדסה 78 באר שבע,באר שבע,באר שבע,179901,572313,אנטנת עוקץ,26/06/2014,14/05/2019,2019-07-03 00:00:00,יש היתר,39.88,7.5,"מבנה ""מליבו סנטר""",http://documents.sviva.gov.il/B001_2_894_20140626_1425.pdf,http://documents.sviva.gov.il/B002_2_894_20190514_0810.pdf,9000611
757,סלקום,898,אילת,מרכזת בזק 2ששת הימים 2,אילת,אילת,194677,386530,תורן על הגג,28/09/2009,2015-12-05 00:00:00,2020-06-02 00:00:00,יש היתר,0.508,0.08,קומה עליונה מתחת לאנטנות,http://documents.sviva.gov.il/B001_2_898_20190122_1457.pdf,http://documents.sviva.gov.il/B002_2_898_20150512_1115.pdf,260015
758,סלקום,899,מכמורת,ליד מגדל המים,עמק חפר,מכמורת,188532,701133,תורן קרקעי,18/08/2011,2015-03-08 00:00:00,2020-05-02 00:00:00,יש היתר,0.9,0.225,ליד גן ילדים אורנית,http://documents.sviva.gov.il/B001_2_899_20190227_1659.pdf,http://documents.sviva.gov.il/B002_2_899_20150803_0736.pdf,
759,סלקום,904,תל אביב -יפו,לבנדה 19 תל אביב,תל אביב -יפו,תל אביב יפו,179583,662524,אנטנת עוקץ,22/04/2015,2015-04-05 00:00:00,22/09/2019,יש היתר,8.7,2.175,בחלון לבנדה 15,http://documents.sviva.gov.il/B001_2_904_20150422_0810.pdf,http://documents.sviva.gov.il/B002_2_904_20150504_0812.pdf,
760,סלקום,906,תל אביב -יפו,רח` אבן גבירול 30 תל אביב,תל אביב -יפו,תל אביב יפו,179591,664736,אנטנת עוקץ,16/01/2017,19/01/2020,2019-11-09 00:00:00,יש היתר,18.95,3.97,בית ציוני אמריקה,http://documents.sviva.gov.il/B001_2_906_20170116_1205.pdf,http://documents.sviva.gov.il/B002_2_906_20200119_1138.pdf,
761,סלקום,907,חולון,רח` רבינוביץ 15 חולון,חולון,חולון,178358,656350,אנטנת עוקץ,19/07/2016,19/01/2020,25/09/2019,יש היתר,18.07,2.16,רבינוביץ 5-9,http://documents.sviva.gov.il/B001_2_907_20160719_0901.pdf,http://documents.sviva.gov.il/B002_2_907_20200119_1142.pdf,6600423
762,סלקום,908,תל אביב -יפו,דרך מנחם בגין 142,תל אביב -יפו,תל אביב יפו,180595,664909,אנטנת עוקץ,14/07/2014,22/03/2015,2019-07-10 00:00:00,יש היתר,1.0,0.25,באזורים שנמדדו,http://documents.sviva.gov.il/B001_2_908_20190418_1247.pdf,http://documents.sviva.gov.il/B002_2_908_20150322_1223.pdf,
763,סלקום,909,רמת גן,רח` רוקח 121 רמת גן,רמת גן,רמת גן,182833,667157,תורן על הגג,23/12/2015,20/11/2016,27/01/2020,יש היתר,4.1,1.025,קומה עליונה  בית החייל,http://documents.sviva.gov.il/B001_2_909_20190212_1455.pdf,http://documents.sviva.gov.il/B002_2_909_20161120_1010.pdf,8600112
764,סלקום,911,ירושלים,רח` יד חרוצים 22 ירושלים,ירושלים,ירושלים,220494,628639,תורן קרקעי,19/10/2014,25/03/2015,26/01/2020,יש היתר,4.244,0.965,באולם אירועים על הגג,http://documents.sviva.gov.il/B001_2_911_20141019_0748.pdf,http://documents.sviva.gov.il/B002_2_911_20150325_1214.pdf,
765,סלקום,912,הרצליה,רח` הנדיב 17 הרצליה,הרצליה,הרצליה,185029,675112,אנטנת עוקץ,2016-02-03 00:00:00,2020-05-02 00:00:00,2020-05-01 00:00:00,יש היתר,55.931,7.234,בבניין מגורים ברחוב השושנים 2 - קומה 5,http://documents.sviva.gov.il/B001_2_912_20160302_0813.pdf,http://documents.sviva.gov.il/B002_2_912_20200205_1211.pdf,640042
766,סלקום,913,הרצליה,רח` הקסם,הרצליה,הרצליה,185033,674139,מתקן גישה אלחוטי,2017-11-09 00:00:00,2018-04-01 00:00:00,2019-02-10 00:00:00,יש היתר,26.101,5.123,בקומה מתחת,http://documents.sviva.gov.il/B001_2_913_20170911_0818.pdf,http://documents.sviva.gov.il/B002_2_913_20180104_1437.pdf,640024
767,סלקום,915,געש,מזרחית לכביש 2 בדרך לחוות רונית,חוף השרון,חוף השרון,184487,681588,תורן קרקעי,2012-07-02 00:00:00,31/05/2015,2019-10-10 00:00:00,יש היתר,0.4,0.1,רחבה,http://documents.sviva.gov.il/B001_2_915_20190219_0803.pdf,http://documents.sviva.gov.il/B002_2_915_20150531_0719.pdf,
768,סלקום,916,כפר סבא,"ביה""ח מאיר  רח` טשרניחובסקי",כפר סבא,כפר סבא,190411,676513,אתר זעיר פנימי,2015-04-05 00:00:00,20/10/2015,2019-02-05 00:00:00,יש היתר,0.382,0.087,בבית קפה ארומה קומת קרקע,http://documents.sviva.gov.il/B001_2_916_20170607_0851.pdf,,690022
769,סלקום,918,"גבעת ח""ן","רח` פרדס משותף רעננה גבעת ח""ן",דרום השרון,גבעת ח''ן,188288,675611,תורן קרקעי,2008-03-12 00:00:00,22/11/2016,2019-09-07 00:00:00,יש היתר,1.2,0.3,מוט ליד מבנה מגורים קלאוזנר 60 ופרדס משותף 14,,http://documents.sviva.gov.il/B002_2_918_20161122_0847.pdf,
770,סלקום,921,אפרת,מרכזת בזק,אפרת,אפרתה,214475,617914,תורן קרקעי,17/05/2012,31/05/2015,21/11/2019,יש היתר,2.63,0.426,במבנה חד קומתי קרקע,http://documents.sviva.gov.il/B001_2_921_20170710_0812.pdf,http://documents.sviva.gov.il/B002_2_921_20150531_0720.pdf,36501
771,סלקום,922,בת ים,רח` קיבוץ גלויות,בת ים,בת ים,177465,659727,מתקן גישה אלחוטי,24/07/2016,14/09/2016,2019-10-04 00:00:00,יש היתר,12.16,1.73,קומה עליונה קיבוץ גלויות 17,http://documents.sviva.gov.il/B001_2_922_20180912_0959.pdf,http://documents.sviva.gov.il/B002_2_922_20160914_1410.pdf,6200413
772,סלקום,923,בת ים,יוספטל פינת בלפור,בת ים,בת ים,176077,658272,מתקן גישה אלחוטי,15/06/2014,17/02/2020,18/12/2019,יש היתר,28.75,3.5,בתוך בלפור 94,http://documents.sviva.gov.il/B001_2_923_20140615_0945.pdf,http://documents.sviva.gov.il/B002_2_923_20200217_1449.pdf,6200222
773,סלקום,924,מצפה יריחו,"עמוד חח""י MP183 השומרוני הטוב",גוש עציון,מעלה אדומים,235494,636117,תורן קרקעי,2011-06-02 00:00:00,2015-12-08 00:00:00,2019-06-11 00:00:00,יש היתר,0.59,0.09,קרקע,http://documents.sviva.gov.il/B001_2_924_20121227_1451.pdf,http://documents.sviva.gov.il/B002_2_924_20150812_0925.pdf,
774,סלקום,925,מדרשת בן גוריון,צומת צפרים,רמת נגב,רמת הנגב,175859,528980,תורן קרקעי,2014-09-01 00:00:00,17/06/2018,19/02/2019,יש היתר,0.54,0.07,קרקע,http://documents.sviva.gov.il/B001_2_925_20140109_1231.pdf,http://documents.sviva.gov.il/B002_2_925_20180617_0910.pdf,
775,סלקום,926,ערוער,כביש 80,ערערה-בנגב,חסר מעמד,204484,564244,תורן קרקעי,31/07/2012,26/08/2018,2019-08-04 00:00:00,יש היתר,16.39,1.85,קרקע,http://documents.sviva.gov.il/B001_2_926_20120731_0849.pdf,http://documents.sviva.gov.il/B002_2_926_20180826_1511.pdf,
776,סלקום,927,תל אביב -יפו,"רח` ז`בוטינסקי 46 ת""א",תל אביב -יפו,תל אביב יפו,179151,666251,אנטנת עוקץ,2014-08-04 00:00:00,25/01/2018,22/10/2019,יש היתר,12.6,2.4,בקומה עליונה מתחת לאנטנות,http://documents.sviva.gov.il/B001_2_927_20140408_1002.pdf,http://documents.sviva.gov.il/B002_2_927_20180125_0951.pdf,5000322
777,סלקום,928,נתניה,"רח` המלאכה 8 אזה""ת קרית נורדאו",נתניה,נתניה,186825,687197,תורן על הגג,20/08/2014,17/02/2020,2019-05-12 00:00:00,יש היתר,54.379,7.119,בניין עוגן,http://documents.sviva.gov.il/B001_2_928_20140820_0834.pdf,http://documents.sviva.gov.il/B002_2_928_20200217_1451.pdf,
778,סלקום,929,בן זכאי,בריכת מים 232,חבל יבנה,חבל יבנה,173110,641001,תורן קרקעי,17/05/2012,2018-01-07 00:00:00,13/06/2019,יש היתר,1.1,0.13,מבנה,http://documents.sviva.gov.il/B001_2_929_20190729_1456.pdf,http://documents.sviva.gov.il/B002_2_929_20180701_1017.pdf,
779,סלקום,935,אשקלון,רח` בר כוכבא  219,אשקלון,אשקלון,159342,621387,אנטנת עוקץ,2014-11-08 00:00:00,17/02/2020,2019-05-12 00:00:00,יש היתר,55.39,7.5,בניין 3 של מרכז הקליטה,http://documents.sviva.gov.il/B001_2_935_20140811_1110.pdf,http://documents.sviva.gov.il/B002_2_935_20200217_1454.pdf,7100114
781,סלקום,938,אשקלון,אשקלון גבעת ציון - להט 5,אשקלון,אשקלון,161124,617508,תורן קרקעי,15/06/2014,2017-06-11 00:00:00,2019-12-06 00:00:00,יש היתר,0.27,0.03,בניין מגורים ברחוב בנימין 14,http://documents.sviva.gov.il/B001_2_938_20140615_0953.pdf,http://documents.sviva.gov.il/B002_2_938_20171106_1411.pdf,7100225
782,סלקום,939,ראשון לציון,"תחנת אגד-רח` גולדה מאיר 21 ראשל""צ",ראשון לציון,ראשון לציון,179905,652771,תורן על הגג,2014-01-01 00:00:00,15/12/2019,17/11/2019,יש היתר,3.11,0.36,מרפסת של מבנה האנטנות,http://documents.sviva.gov.il/B001_2_939_20140101_0859.pdf,http://documents.sviva.gov.il/B002_2_939_20191215_0806.pdf,8300521
783,סלקום,940,שעלבים,שעלבים,גזר,שעלבים,198751,641873,מתקן גישה אלחוטי,28/05/2017,22/09/2019,29/07/2019,יש היתר,44.52,7.49,בתוך מבנה האנטנות קומה עליונה,http://documents.sviva.gov.il/B001_2_940_20170528_0955.pdf,http://documents.sviva.gov.il/B002_2_940_20190922_1449.pdf,
784,סלקום,942,רמת גן,צומת עלית ז`בוטינסקי 4,רמת גן,רמת גן,181491,665547,תורן קרקעי,26/12/2013,13/06/2018,2019-07-04 00:00:00,יש היתר,26.17,3.4,בית אגד,http://documents.sviva.gov.il/B001_2_942_20190122_1416.pdf,http://documents.sviva.gov.il/B002_2_942_20180613_1217.pdf,8600125
785,סלקום,944,קרית ביאליק,רח` החרושת 49 א.ת. ק. ביאליק,קריית ביאליק,קרית ביאליק,209646,752839,תורן על הגג,2011-10-10 00:00:00,2017-11-07 00:00:00,2019-06-12 00:00:00,יש היתר,8.7,1.977,ברח� החרושת 51-בניין 4� מבני תעשייה בע�מ-קומה 3,http://documents.sviva.gov.il/B001_2_944_20170528_0956.pdf,http://documents.sviva.gov.il/B002_2_944_20170711_0808.pdf,
786,סלקום,946,מזרע,קיבוץ מזרע,עמק יזרעאל,מזרע,227350,728446,תורן קרקעי,2017-11-07 00:00:00,2018-04-02 00:00:00,2019-08-07 00:00:00,יש היתר,3.025,0.448,במבנה תעשייתי קרקע,http://documents.sviva.gov.il/B001_2_946_20170711_0748.pdf,http://documents.sviva.gov.il/B002_2_946_20180204_0921.pdf,
787,סלקום,948,כפר סבא,דרך השרון,כפר סבא,כפר סבא,190115,675652,אנטנה משתפלת,14/07/2014,27/02/2020,2020-01-01 00:00:00,יש היתר,34.04,4.22,הכלנית 22,http://documents.sviva.gov.il/B001_2_948_20140714_1428.pdf,http://documents.sviva.gov.il/B002_2_948_20200227_1103.pdf,690034
788,סלקום,950,קיסריה,רח` רוטשילד,חוף הכרמל,קיסריה,191360,711601,אנטנת עוקץ,21/01/2015,2019-12-12 00:00:00,2019-12-11 00:00:00,יש היתר,28.829,5.953,בקומה מתחת,http://documents.sviva.gov.il/B001_2_950_20150121_1117.pdf,http://documents.sviva.gov.il/B002_2_950_20191212_1433.pdf,
789,סלקום,952,האון,חוות היענים,עמק הירדן,עמק הירדן,259641,736491,תורן קרקעי,18/07/2014,14/09/2016,2020-05-02 00:00:00,יש היתר,0.52,0.118,במבנה חד קומתי קרקע,http://documents.sviva.gov.il/B001_2_952_20190223_1359.pdf,http://documents.sviva.gov.il/B002_2_952_20160914_0844.pdf,
790,סלקום,953,כורזים,החאן הגלילי כביש 90 בין צומת כורזים לצומת כפר נחום,עמק הירדן,עמק הירדן,251939,754959,תורן קרקעי,2006-05-02 00:00:00,18/09/2016,2019-03-02 00:00:00,יש היתר,0.23,0.06,מסעדה,,http://documents.sviva.gov.il/B002_2_953_20160918_0706.pdf,
791,סלקום,954,עמיר,גבעה דרומית לקיבוץ,הגליל העליון,הגליל העליון,258681,786501,תורן קרקעי,2010-01-11 00:00:00,28/10/2015,29/10/2019,יש היתר,0.215,0.049,במבנה חד קומתי קרקע,,http://documents.sviva.gov.il/B002_2_954_20151028_0908.pdf,
792,סלקום,955,ראשון לציון,בזק משרדים רח` הרצל,ראשון לציון,ראשון לציון,181593,652971,אנטנה משתפלת,2014-05-06 00:00:00,13/11/2018,13/06/2019,יש היתר,10.44,1.6,בקומה עליונה של מבנה האנטנות,http://documents.sviva.gov.il/B001_2_955_20140605_1019.pdf,http://documents.sviva.gov.il/B002_2_955_20181113_1108.pdf,8300313
794,סלקום,959,גבעת שמואל,דרך רבין גבעת שמואל,גבעת שמואל,גבעת שמואל,186904,665067,תורן קרקעי,2014-01-06 00:00:00,15/12/2019,15/11/2019,יש היתר,1.99,0.23,קרקע,http://documents.sviva.gov.il/B001_2_959_20140601_0744.pdf,http://documents.sviva.gov.il/B002_2_959_20191215_0807.pdf,6814
795,סלקום,961,אילת,מרכז מור אילת רח` האנפה,אילת,אילת,194338,385167,אנטנת עוקץ,17/05/2012,2019-07-03 00:00:00,27/02/2020,יש היתר,18.34,2.57,בתוך המבנה,http://documents.sviva.gov.il/B001_2_961_20190516_1144.pdf,http://documents.sviva.gov.il/B002_2_961_20190307_1047.pdf,260031
796,סלקום,962,אילת,שד` התמרים 1 אילת,אילת,אילת,195092,385245,אנטנת עוקץ,19/10/2014,19/01/2020,23/09/2019,יש היתר,46.05,5.91,קומה עליונה מתחת לגג,http://documents.sviva.gov.il/B001_2_962_20141019_0940.pdf,http://documents.sviva.gov.il/B002_2_962_20200119_1144.pdf,
797,סלקום,963,רעננה,"סמוך למתחם חח""י שביב הרצליה",רעננה,רעננה,186752,675853,תורן קרקעי,29/12/2013,20/11/2019,2019-04-11 00:00:00,יש היתר,0.18,0.03,"בי""ס הרצל",http://documents.sviva.gov.il/B001_2_963_20131229_0709.pdf,http://documents.sviva.gov.il/B002_2_963_20191120_1029.pdf,870031
798,סלקום,965,יסודות,מושב שיתופי יסודות,נחל שורק,יסודות,187130,636200,תורן קרקעי,21/05/2014,18/02/2018,2019-12-09 00:00:00,יש היתר,1.212,0.267,בעמדת שומר,http://documents.sviva.gov.il/B001_2_965_20190304_1219.pdf,http://documents.sviva.gov.il/B002_2_965_20180218_0923.pdf,
799,סלקום,969,קליה,חוף אטרקציה ים המלח,מגילות ים המלח,מגילות ים המלח,247638,630217,תורן קרקעי,2018-09-07 00:00:00,22/10/2018,2019-10-09 00:00:00,יש היתר,0.321,0.073,בעמדת שומר,http://documents.sviva.gov.il/B001_2_969_20180709_1623.pdf,http://documents.sviva.gov.il/B002_2_969_20181022_1802.pdf,
800,סלקום,971,קיסריה,קידוח מנשה 22 פארק תעשיות קיסריה,חוף הכרמל,קיסריה,194323,709489,תורן קרקעי,20/06/2011,28/07/2015,15/10/2019,יש היתר,1.17,0.266,במפלס קרקע,http://documents.sviva.gov.il/B001_2_971_20170903_0908.pdf,http://documents.sviva.gov.il/B002_2_971_20150728_0749.pdf,
801,סלקום,972,תל אביב -יפו,רח` ברודצקי 36 תל אביב,תל אביב -יפו,תל אביב יפו,181215,668338,אנטנת עוקץ,2014-01-01 00:00:00,25/03/2015,2020-09-02 00:00:00,יש היתר,7.2,1.8,מתחת לגג נמוך של מבנה מעונות,http://documents.sviva.gov.il/B001_2_972_20140101_0900.pdf,http://documents.sviva.gov.il/B002_2_972_20150325_1250.pdf,5000134
802,סלקום,974,תל אביב -יפו,בית התפוצות רח` חיים לבנון,תל אביב -יפו,תל אביב יפו,181787,669003,אנטנה משתפלת,16/04/2018,26/06/2018,20/05/2019,יש היתר,60.18,7.83,באגף החדש,http://documents.sviva.gov.il/B001_2_974_20181014_0900.pdf,http://documents.sviva.gov.il/B002_2_974_20180626_0842.pdf,
803,סלקום,975,פרדסייה,צומת פרדסיה,לב השרון,לב השרון,190959,689928,תורן קרקעי,15/06/2011,20/05/2015,19/09/2019,יש היתר,0.3,0.1,ליד גדר מבנה המשאבות המערבית ובשטח השרוף,http://documents.sviva.gov.il/B001_2_975_20150208_0822.pdf,http://documents.sviva.gov.il/B002_2_975_20150520_1909.pdf,
804,סלקום,976,אחיטוב,ליד החממות,עמק חפר,עמק חפר,199840,698672,תורן קרקעי,18/08/2011,22/05/2018,15/12/2019,יש היתר,29.2,2.92,קרקע,http://documents.sviva.gov.il/B001_2_976_20190729_1457.pdf,http://documents.sviva.gov.il/B002_2_976_20180522_1020.pdf,
805,סלקום,979,גבעת שמואל,רח` האורנים רמת אילן,גבעת שמואל,גבעת שמואל,185560,663930,מתקן גישה אלחוטי,30/01/2017,20/06/2019,2019-01-05 00:00:00,יש היתר,22.57,2.44,"בתוך מבנה בשטח אוניברסיטת ""בר אילן""",http://documents.sviva.gov.il/B001_2_979_20170130_1144.pdf,http://documents.sviva.gov.il/B002_2_979_20190620_1644.pdf,6815
806,סלקום,980,ישרש,כביש 40,רחובות,גזר,186116,646198,תורן קרקעי,15/07/2010,2015-01-03 00:00:00,2020-05-01 00:00:00,יש היתר,0.7,0.18,שביל,http://documents.sviva.gov.il/B001_2_980_20150208_1336.pdf,http://documents.sviva.gov.il/B002_2_980_20150301_0839.pdf,
807,סלקום,982,אורטל,קיבוץ אורטל,גולן,גולן,271263,776422,תורן קרקעי,27/07/2011,18/09/2016,2019-05-02 00:00:00,יש היתר,0.5,0.1,שטח,,http://documents.sviva.gov.il/B002_2_982_20160918_0706.pdf,
808,סלקום,983,טנא,מגדל מים טנא עומרים,הר חברון,הר חברון,195802,587026,אנטנת עוקץ,22/03/2012,14/04/2019,25/12/2019,יש היתר,0.01,0.01,בתוך מבנה מגורים,http://documents.sviva.gov.il/B001_2_983_20190320_1803.pdf,http://documents.sviva.gov.il/B002_2_983_20190414_0950.pdf,
